image1,image2,similar,elapsed
/Users/SaiKumarShailu/Desktop/pyprojects/image-comparison/1.jpeg,/Users/SaiKumarShailu/Desktop/pyprojects/image-comparison/2.jpeg,0.771521,0.18167400360107422
/Users/SaiKumarShailu/Desktop/pyprojects/image-comparison/22.jpeg,/Users/SaiKumarShailu/Desktop/pyprojects/image-comparison/21.jpeg,0.426103,0.29325222969055176
/Users/SaiKumarShailu/Desktop/pyprojects/image-comparison/21.jpeg,/Users/SaiKumarShailu/Desktop/pyprojects/image-comparison/23.jpeg,0.320634,0.29204392433166504
/Users/SaiKumarShailu/Desktop/pyprojects/image-comparison/22.jpeg,/Users/SaiKumarShailu/Desktop/pyprojects/image-comparison/23.jpeg,0.260221,0.28595590591430664
